10,193,3,142774
10,82,1,144563
10,185,97,144936
10,159,6,146654
10,186,2,146021
10,198,61,143923
10,78,0,154179
10,200,6,149056
10,196,13,145213
10,195,0,142399
12,0,0,123953
12,151,8,124666
12,70,0,129219
12,184,17,124635
12,140,5,126215
12,16,3,128996
12,172,5,126679
12,134,2,125908
12,164,9,128916
12,177,4,126863
14,194,0,107533
14,164,59,110303
14,171,11,109696
14,198,22,109232
14,175,6,110034
14,114,2,110718
14,197,8,108139
14,180,9,109450
14,159,2,106973
14,193,1,107048
16,173,10,93897
16,184,20,94811
16,168,0,97368
16,19,2,100450
16,155,1,97358
16,0,0,92322
16,184,0,94875
16,143,0,95868
16,174,0,97510
16,197,1,94387
18,75,27,87798
18,148,4,87685
18,126,49,87341
18,188,0,86322
18,190,53,84377
18,145,2,86659
18,199,2,85718
18,192,86,87715
18,190,3,85342
18,153,6,87887
20,196,15,78392
20,195,15,76867
20,198,0,78376
20,182,4,78096
20,170,119,78663
20,199,8,77745
20,195,72,77770
20,106,7,79211
20,196,0,76536
20,165,0,76964
22,111,4,72339
22,197,0,70826
22,66,0,72471
22,176,13,71867
22,155,17,70559
22,187,3,71627
22,169,6,71235
22,184,18,69606
22,73,0,72747
22,157,0,72195
24,114,20,66674
24,183,4,64856
24,200,4,65578
24,159,73,66664
24,197,12,66017
24,166,1,66309
24,77,49,67228
24,199,1,65917
24,188,1,66002
24,189,2,66668
26,152,5,60738
26,196,58,59695
26,157,0,61359
26,138,7,61031
26,172,13,60638
26,162,2,61487
26,153,2,61105
26,179,26,59852
26,186,10,61250
26,166,28,61058
28,82,3,57414
28,162,0,56654
28,184,18,55660
28,171,51,56516
28,179,18,56339
28,103,0,56948
28,173,0,56426
28,171,14,56003
28,52,0,57460
28,143,1,56413
30,177,32,53550
30,188,0,52731
30,177,1,52682
30,182,10,52505
30,182,6,52400
30,153,4,52164
30,42,0,53454
30,0,0,52542
30,183,26,51872
30,140,28,52887
32,174,0,49304
32,185,144,49346
32,162,1,49918
32,166,27,49381
32,181,26,48903
32,196,8,48624
32,130,0,50214
32,197,0,48773
32,179,15,49003
32,103,3,50461
34,0,0,46100
34,180,23,45993
34,133,1,46735
34,39,9,47090
34,171,7,46424
34,134,7,46632
34,190,0,45556
34,124,48,46614
34,52,8,47037
34,187,2,46248
36,126,0,43921
36,156,1,43784
36,173,4,43973
36,154,40,44035
36,45,0,44426
36,199,1,43628
36,180,0,43768
36,166,4,43556
36,158,2,43627
36,197,12,42907
38,188,0,40853
38,183,4,40481
38,130,0,41592
38,121,0,41560
38,169,32,41102
38,129,12,40698
38,190,9,41175
38,191,8,41157
38,188,88,41238
38,188,0,40749
40,164,3,38950
40,174,2,39064
40,191,121,38591
40,155,2,39084
40,181,5,38745
40,165,47,38835
40,196,0,38682
40,185,10,38844
40,164,2,38746
40,0,0,38923
42,192,5,36186
42,125,4,37014
42,200,214,36807
42,191,0,37048
42,197,5,36749
42,116,1,37160
42,198,1,36822
42,181,27,35930
42,178,7,31021
42,199,5,29758
44,161,0,31003
44,168,28,28732
44,199,2,28823
44,189,6,29309
44,184,0,28736
44,191,35,28934
44,134,68,28161
44,57,31,23530
44,176,11,26958
44,178,0,27486
46,194,2,25388
46,190,19,24076
46,158,89,26512
46,178,0,26570
46,176,7,26394
46,168,5,26469
46,79,0,26875
46,146,1,26694
46,195,1,27788
46,196,15,27059
48,0,0,20632
48,101,4,18909
48,184,4,22348
48,169,5,26672
48,182,25,26473
48,192,65,18823
48,151,0,22490
48,163,15,25208
48,179,4,25723
48,17,3,26548
50,199,2,25451
50,83,1,25888
50,117,2,25988
50,197,2,25240
50,155,0,25091
