10,99,4,149151
10,100,10,148919
10,71,19,148613
10,100,155,147893
10,46,17,149313
10,5,1,151965
10,96,199,147376
10,100,108,151478
10,87,5,148825
10,15,17,152074
12,43,0,128182
12,46,17,128115
12,99,1,122940
12,93,68,129016
12,98,0,127292
12,98,8,128025
12,88,17,127479
12,73,19,126890
12,97,239,129054
12,99,5,124379
14,26,17,111628
14,0,0,106228
14,97,4,110103
14,0,0,104352
14,100,71,111604
14,0,0,104030
14,97,6,106978
14,96,100,110619
14,100,105,110117
14,81,9,109348
16,72,6,97502
16,95,7,96875
16,96,10,97436
16,100,11,97335
16,52,12,99244
16,49,3,97714
16,99,5,98895
16,62,22,97684
16,99,244,96248
16,66,15,97143
18,85,3,87325
18,75,25,87629
18,98,71,87197
18,97,113,86075
18,90,238,88708
18,93,15,86033
18,16,4,88776
18,84,3,87005
18,98,32,85781
18,58,9,87384
20,91,1,77499
20,59,5,78853
20,97,72,78635
20,100,19,77526
20,96,11,78338
20,90,11,78462
20,99,0,79188
20,98,77,79592
20,95,15,78264
20,93,121,79443
22,23,18,72614
22,66,9,72120
22,97,194,71851
22,100,8,72321
22,100,2,72192
22,95,15,71837
22,96,18,71157
22,100,118,71128
22,91,4,69366
22,86,4,70244
24,97,98,65738
24,97,23,66004
24,98,0,65774
24,90,19,66474
24,74,6,64954
24,68,9,65642
24,90,50,66512
24,99,2,64985
24,99,214,65202
24,97,20,66594
26,88,9,60858
26,100,31,59064
26,88,15,60339
26,0,0,60705
26,100,13,60200
26,91,8,60646
26,91,15,60736
26,100,36,60577
26,99,8,60446
26,100,1,61496
28,59,1,56713
28,82,0,56440
28,90,8,55450
28,100,6,56084
28,100,7,56177
28,92,3,55874
28,98,23,51982
28,88,2,52866
28,99,29,55542
28,95,12,56281
30,60,5,52254
30,70,0,51914
30,96,23,52112
30,93,1,51990
30,97,44,53034
30,97,5,52739
30,96,8,52386
30,87,3,52353
30,89,4,52584
30,95,28,52619
32,98,28,48312
32,97,123,48621
32,100,11,48117
32,88,116,48826
32,0,0,48602
32,96,19,49448
32,98,6,49539
32,98,12,48182
32,99,20,48539
32,92,60,48915
34,63,2,46133
34,100,56,46274
34,91,13,46027
34,95,41,45909
34,66,1,46454
34,97,47,45968
34,99,37,45838
34,91,3,45313
34,98,4,45899
34,97,36,46115
36,97,41,43462
36,98,117,43094
36,94,1,42861
36,95,0,43515
36,85,82,43527
36,86,11,43433
36,88,33,43504
36,88,20,43543
36,100,75,43575
36,99,17,43650
38,94,56,41295
38,98,92,39812
38,100,30,40717
38,58,5,40757
38,30,55,41126
38,90,12,41276
38,67,9,41127
38,64,1,40993
38,99,40,41255
38,74,82,41088
40,100,20,38709
40,96,39,39012
40,47,1,38901
40,73,22,38582
40,41,13,38904
40,90,3,38579
40,95,12,38634
40,98,5,37922
40,88,2,38241
40,62,24,38674
42,96,79,36659
42,90,3,36593
42,100,1,36945
42,80,91,36719
42,72,35,36272
42,79,2,36739
42,98,83,36716
42,99,87,36650
42,66,3,36908
42,97,42,36735
44,22,0,34231
44,100,148,34340
44,93,13,33899
44,0,0,35058
44,95,43,35152
44,90,18,35329
44,95,1,34844
44,55,2,35202
44,73,6,35165
44,95,105,34806
46,98,19,33169
46,93,6,33202
46,84,32,33561
46,50,16,33559
46,98,27,33286
46,97,25,33372
46,55,14,33505
46,93,7,33075
46,97,24,32552
46,77,42,33215
48,87,19,31552
48,97,10,31735
48,100,87,31380
48,95,61,31712
48,97,8,31477
48,96,19,31619
48,99,202,31431
48,88,1,31658
48,93,32,30893
48,93,26,31664
50,95,0,30350
50,98,5,28069
50,92,56,30127
50,61,3,29725
50,24,3,30264
50,99,12,29894
50,100,9,29785
50,100,19,29850
50,93,0,30256
50,88,6,30269
52,89,34,29014
52,54,4,29014
52,97,29,28783
52,19,16,29082
52,90,12,28933
52,2,0,29061
52,100,12,28867
52,44,1,28896
52,96,65,28907
52,95,8,28842
54,90,15,27297
54,89,0,27767
54,59,44,27884
54,82,45,27737
54,100,26,27934
54,83,7,27867
54,78,4,27499
54,98,5,27512
54,100,59,27627
54,100,80,27580
56,63,3,26493
56,100,66,26424
56,70,0,26703
56,92,0,25873
56,99,36,26577
56,100,3,26616
56,100,163,26258
56,82,14,25590
56,99,43,24774
56,97,34,26710
58,98,2,25503
58,7,12,25774
58,88,2,25613
58,34,6,25563
58,54,0,25474
58,99,125,25569
58,97,87,25773
58,97,3,25615
58,99,18,25461
58,99,56,25543
60,97,200,24448
60,46,13,24618
60,58,4,23992
60,89,10,24548
60,99,1,24128
60,90,41,24250
60,95,33,24676
60,95,13,24588
60,84,3,24673
60,67,48,24537
62,0,0,23581
62,92,10,23563
62,73,5,23861
62,96,18,23419
62,100,43,23654
62,99,9,23642
62,88,4,23656
62,90,69,23723
62,95,36,23712
62,97,16,23715
64,81,2,22682
64,99,12,22628
64,62,44,22826
64,92,11,22791
64,76,6,22841
64,95,0,22092
64,67,4,22776
64,99,27,22522
64,100,8,22164
64,98,2,22672
66,87,7,22134
66,92,18,22019
66,66,3,22088
66,74,7,21920
66,98,0,21553
66,82,16,21779
66,57,22,21818
66,28,0,22110
66,100,20,21942
66,98,16,22205
68,97,199,21152
68,95,33,21234
68,95,7,21352
68,100,11,21099
68,90,45,20944
68,0,0,21084
68,95,70,21241
68,94,15,21005
68,54,6,21357
68,96,8,21040
70,66,14,20175
70,97,24,20333
70,67,18,20534
70,98,5,20487
70,80,0,20446
70,99,30,20546
70,98,43,20308
70,100,92,20247
70,93,1,20549
70,82,5,20375
72,98,6,19761
72,94,19,19741
72,77,0,19782
72,94,4,19562
72,82,10,19730
72,76,9,19895
72,50,40,19974
72,63,5,19878
72,42,5,19927
72,90,58,19633
74,92,11,19230
74,96,16,19185
74,99,200,19227
74,95,5,19093
74,90,2,19350
74,81,2,19243
74,61,0,18891
74,72,6,19215
74,99,9,19042
74,100,13,19238
76,30,0,18834
76,70,11,18596
76,94,42,18207
76,97,21,18632
76,91,5,18566
76,82,23,18723
76,84,3,18618
76,93,0,17520
76,96,24,18424
76,95,1,18268
78,100,37,17785
78,97,0,18146
78,92,2,18052
78,93,4,18035
78,96,55,17637
78,99,0,16826
78,97,40,18028
78,95,55,17840
78,96,18,18043
78,90,0,18147
80,100,0,17475
80,51,10,17545
80,91,53,17450
80,90,4,17327
80,99,66,17258
80,79,5,17311
80,96,24,17120
80,98,43,17472
80,93,17,17531
80,0,0,17275
82,64,0,17095
82,99,34,16925
82,94,31,17064
82,90,18,16833
82,98,144,15890
82,87,22,15380
82,97,44,14538
82,94,4,14534
82,82,14,14231
82,94,0,15015
84,96,11,14195
84,72,2,14477
84,100,57,14482
84,30,1,14488
84,51,39,14641
84,45,2,14632
84,88,4,14228
84,53,5,14533
84,66,0,14488
84,82,14,14631
86,90,15,14251
86,89,1,14201
86,100,34,14203
86,99,60,14200
86,96,180,14042
86,90,22,14176
86,88,56,14026
86,87,6,14230
86,72,18,13739
86,100,46,13825
88,85,1,13665
88,94,1,13679
88,100,16,13768
88,85,0,13886
88,86,12,13667
88,96,8,13627
88,51,3,13936
88,83,55,13664
88,54,13,13933
88,99,75,13400
90,97,17,13390
90,98,3,13216
90,90,1,13548
90,91,22,12885
90,90,30,13537
90,97,41,13315
90,59,6,13468
90,95,39,13409
90,87,0,14390
90,92,109,15037
92,97,9,14520
92,99,14,14730
92,99,11,14557
92,71,5,14670
92,97,14,14768
92,94,119,14757
92,100,16,14688
92,76,8,14663
92,94,3,14825
92,96,22,14688
94,51,43,14304
94,52,7,14317
94,34,0,14482
94,100,151,14284
94,100,68,14328
94,77,13,14304
94,96,2,14295
94,0,0,14401
94,52,6,14077
94,79,0,14350
96,87,1,14033
96,99,12,13804
96,98,29,14079
96,89,26,14029
96,57,2,14109
96,99,2,13976
96,100,41,13923
96,92,0,13920
96,100,75,14041
96,77,32,13694
98,50,28,13792
98,89,4,13771
98,98,10,13582
98,78,5,13466
98,92,11,13602
98,97,209,13303
98,93,93,13655
98,88,1,13640
98,69,48,13630
98,99,1,13559
100,70,3,13392
100,91,85,13246
100,87,87,13244
100,100,7,12935
100,98,8,13304
100,99,61,13219
100,94,6,13296
100,84,8,13372
100,97,20,13386
100,100,16,12965
102,0,0,12978
102,97,8,12956
102,55,2,13094
102,100,3,12907
102,97,14,12742
102,30,95,12978
102,76,14,13046
