low,median,high,generation
-395631427.345,52868869.75,389351570.555,32
-395631429.045,39249155.94,389351571.055,33
-377371521.327,44052355.9692,389351575.055,34
-395631422.995,33911270.0982,389351573.805,35
-377371515.627,66611415.3696,389351570.855,36
-395631430.695,33693887.8408,389351573.005,37
-395631425.345,28033320.1531,389351571.605,38
-395631429.995,43176312.2926,389351569.855,39
-395631433.995,33911275.1982,389351571.355,40
-395631432.845,27471672.1756,389351571.355,41
-395631427.295,57133117.4844,389351570.855,42
-395631424.345,32346125.5152,389351572.205,43
-395631429.995,44497903.4191,389351568.705,44
-395631428.395,23361096.6443,389351568.705,45
-395631425.245,23892032.6998,389351576.205,46
-350416405.114,37923854.218,389351570.855,47
-395631427.695,35225429.9472,389351570.855,48
-395631425.945,42233389.878,389351569.955,49
-395631429.595,40432667.469,389351571.455,50
-377371519.327,44958129.454,389351573.205,51
-395631428.295,34780716.5125,389351567.505,52
-377371515.027,52420022.1543,389351575.355,53
-395631423.145,57133110.7344,389351572.005,54
-350416409.864,30035695.3927,389351571.905,55
-35267348.87,3878385.6,55934529.112,0
-42233371.878,5049643.349,102546623.122,1
-149750595.948,1932275.23125,111496142.466,2
-142197956.748,5496221.87,119888324.494,3
-259567708.253,1444028.57032,205093233.694,4
-282593877.918,15.3,257298770.725,5
-299501207.446,19.0,289839884.48,6
-313993191.77,5119730.58568,365198255.015,7
-359401446.685,954679.95,365198254.265,8
-377371516.127,3335247.25,365198256.015,9
-377371511.027,9.9,365198254.315,10
-377371518.677,16.1,365198258.265,11
-377371515.477,11.5,365198256.615,12
-395631432.445,17.6,365198255.365,13
-377371511.127,1640940.789,365198255.665,14
-395631425.395,1883964.89712,365198254.665,15
-395631429.945,14.4,365198256.115,16
-395631436.845,4668738.7058,365198256.315,17
-350416411.014,8943639.87424,365198256.415,18
-377371517.727,23121322.5692,365198256.715,19
-395631426.295,20.05,365198255.965,20
-395631426.845,9.9,365198256.515,21
-395631430.645,3402479.6652,365198258.615,22
-376791830.424,1676942.86392,365198258.615,23
-395631434.095,1497121.75,365198258.615,24
-395631433.245,13.5,365198256.865,25
-395631428.545,5706227.4682,365198258.365,26
-377371519.727,7499607.50392,365198257.515,27
-395631428.795,11664292.862,365198256.865,28
-376791832.924,34583179.58,365198256.715,29
-376791834.074,9639909.25,365198258.165,30
-377371515.877,14176957.48,365198258.115,31
-395631427.195,29642720.49,365198258.015,32
-395631419.345,26721827.6584,365198259.515,33
-395631430.345,39997905.1542,365198257.415,34
-395631427.395,34237349.5592,365198259.265,35
-377371516.777,27389884.3274,365198258.765,36
-395631433.395,69031387.7592,365198258.415,37
-395631432.095,37053402.7,365198257.665,38
-395631426.595,29215866.1492,365198258.865,39
-377371523.877,26085593.5832,365198261.615,40
-395631427.595,32793310.5889,365198260.365,41
-395631432.795,30433186.6304,365198261.115,42
-395631424.995,35957900.122,365198258.415,43
-377371518.027,25518517.014,365198258.065,44
-395631419.395,36888719.102,365198257.415,45
-395631427.445,29215865.5992,365198259.065,46
-395631436.145,29690916.226,365198260.115,47
-377371508.827,30433185.7804,365198260.115,48
-395631433.645,15414212.0128,365198262.115,49
-395631422.345,27129021.6885,365198261.115,50
-359401445.735,48306649.38,365198260.615,51
-377371520.127,9880916.68,365198258.715,52
-395631428.745,62032804.532,365198258.665,53
-377371522.127,49997376.5428,365198257.665,54
-85775000.967,-678318.8852,89017072.0139,0
-158214765.007,-2284684.78288,129993183.501,1
-202163304.895,-2391453.80125,202163322.545,2
-231043782.301,-1387466.522,283028643.583,3
-323461297.952,-4304111.01573,296723581.596,4
-323461298.952,-7860609.5715,365198253.415,5
-323461304.952,-2973567.2134,339112660.782,6
-377371508.727,-7245993.962,365198247.665,7
-359401447.885,-7245991.712,365198251.765,8
-359401449.535,0.05,365198254.265,9
-377371510.927,-6.75,365198255.415,10
-359401448.385,-16628838.67,365198258.515,11
-395631430.845,-0.45,389351568.455,12
-376791841.574,-0.9,365198255.265,13
-377371518.727,-3401180.574,365198255.915,14
-377371517.727,-4654032.85,339112663.632,15
-376791840.624,-8271026.7776,365198254.565,16
-376791844.424,-7340097.768,365198249.665,17
-395631431.195,-8273852.95,350416410.114,18
-395631433.595,-28353890.91,365198248.165,19
-395631431.595,-23121314.5192,365198252.365,20
-395631427.095,-27129001.2885,365198252.665,21
-395631430.245,-24813117.3828,389351569.955,22
-395631436.745,-15707409.075,365198251.865,23
-395631435.045,-31650510.4616,389351569.755,24
-395631434.395,-21194544.4176,389351559.605,25
-395631434.045,-23121312.9192,389351560.155,26
-395631438.745,-29066801.7413,365198250.215,27
-395631433.395,-13841335.0268,365198256.365,28
-395631436.495,-19129421.3477,365198256.415,29
-395631434.845,-52548451.38,365198253.665,30
-395631435.495,-12066682.208,365198252.915,31
-395631437.345,-35553600.045,365198250.665,32
-395631434.495,-31329708.7,350416406.514,33
-395631437.195,-19044365.3448,350416414.414,34
-395631434.995,-38059788.41,350416415.464,35
-395631436.345,-35324235.246,339112659.782,36
-395631438.195,-23695757.938,389351569.705,37
-395631436.245,-36519823.5365,350416407.964,38
-395631436.345,-18430031.074,365198254.065,39
-395631436.995,-28259391.1068,389351569.555,40
-395631438.445,-39962770.748,389351570.655,41
-395631439.345,-53754266.07,389351570.805,42
-395631437.295,-56518779.1636,389351562.655,43
-395631436.295,-36473957.12,350416413.164,44
-395631435.995,-39563133.2395,339112660.882,45
-395631435.845,-9325598.87574,389351567.305,46
-395631438.295,-39962757.298,389351566.105,47
-395631439.845,-74180894.2366,296723578.296,48
-395631437.345,-36860068.048,389351569.955,49
-395631436.945,-29672347.2046,389351566.055,50
-395631436.595,-54975944.8375,389351570.755,51
-395631437.745,-52224065.04,389351572.205,52
-395631438.345,-32141591.1564,389351570.055,53
-395631438.795,-47303755.1016,389351574.955,54
-395631437.695,-26974858.7724,389351571.005,55
-395631439.695,-47558484.9712,389351567.005,56
-395631437.295,-28948631.3216,389351570.605,57
-395631437.595,-33402275.898,389351563.555,58
-395631438.195,-39962768.098,389351570.155,59
-395631437.045,-54826977.9,389351570.155,60
-395631437.695,-25640220.5706,365198254.065,61
-395631439.445,-31399322.502,389351567.455,62
-395631438.245,-31650513.7616,389351567.455,63
-250297436.889,1765762.4956,214540652.74,0
-333729911.218,1638858.06076,389351567.855,1
-377371518.377,1163520.65,389351568.355,2
-395631431.995,1218984.1704,389351570.355,3
-395631430.395,8343257.02296,389351571.455,4
-377371521.627,2808073.764,389351574.055,5
-395631430.495,11918925.4328,389351574.055,6
-377371521.377,15262047.342,389351578.455,7
-377371512.827,19664211.626,389351578.455,8
-395631432.095,13332635.7181,389351579.255,9
-377371522.027,25392500.9264,389351575.055,10
-395631430.395,13273351.0388,389351575.255,11
-395631427.195,25392489.3264,389351575.655,12
-395631434.545,18151591.874,389351575.855,13
-395631429.945,25671538.7168,389351578.005,14
-395631427.745,4977512.9833,389351574.505,15
-376791845.424,27810827.7932,389351576.005,16
-395631436.795,15669041.5431,389351575.255,17
-395631429.995,8111499.1376,389351574.605,18
-395631427.595,12101064.316,389351574.155,19
-377371522.527,33372997.2418,389351575.605,20
-377371510.577,26698387.5935,389351574.705,21
-377371518.027,24280522.36,389351574.505,22
-377371520.577,35940142.6835,389351576.105,23
-377371510.377,13273348.2888,389351576.955,24
-395631429.345,33372994.2418,389351577.255,25
-395631428.395,28238690.6585,389351576.255,26
-395631425.795,19664212.426,389351575.855,27
-395631433.695,46552902.5484,389351575.705,28
-395631427.695,39328439.852,389351575.455,29
-377371511.777,37307213.736,389351575.505,30
-395631425.845,71222845.846,389351577.755,31
-377371518.077,71222849.196,389351575.055,32
-377371520.077,39328436.252,389351577.455,33
-376791837.174,33372991.6418,389351576.505,34
-376791836.074,63481241.116,389351577.205,35
-377371523.027,27810819.0432,389351575.505,36
-333729916.268,76236669.6908,389351576.755,37
-395631429.895,28489141.9284,389351575.755,38
-395631425.995,29201369.3054,389351575.205,39
-376791835.024,31148131.7924,389351574.455,40
-395631426.245,84641651.588,389351576.005,41
-376791835.224,33710086.616,389351576.355,42
-395631431.795,42542783.3,389351576.455,43
-395631429.745,66366747.844,389351576.205,44
-395631429.745,34034233.67,389351574.705,45
-395631431.445,68068447.69,389351576.005,46
-376791838.474,39328435.902,389351575.505,47
-359401448.335,34129702.75,389351575.255,48
-395631432.845,60458324.92,389351577.355,49
-377371512.627,28489137.9784,389351575.555,50
-395631428.195,77870315.931,389351575.355,51
-377371519.827,66745990.6337,389351575.555,52
-395631427.345,44464081.36,389351575.255,53
-377371516.927,49203762.5072,389351574.555,54
-359401442.135,29496334.564,389351576.455,55
